location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
noloc,-41,cool,It is -41 degrees.,It is cool.,0.4522976279258728,0.04165036976337433,0.5060520172119141,roberta-large-mnli
noloc,-41,warm,It is -41 degrees.,It is warm.,0.004754184279590845,0.9895025491714478,0.005743247456848621,roberta-large-mnli
noloc,-41,hot,It is -41 degrees.,It is hot.,0.0015480263391509652,0.9965167045593262,0.0019352377858012915,roberta-large-mnli
noloc,-40,freezing,It is -40 degrees.,It is freezing.,0.8635128140449524,0.0020767911337316036,0.13441042602062225,roberta-large-mnli
noloc,-40,cold,It is -40 degrees.,It is cold.,0.8137142062187195,0.0009427899494767189,0.18534305691719055,roberta-large-mnli
noloc,-40,cool,It is -40 degrees.,It is cool.,0.5300350189208984,0.04717092588543892,0.42279407382011414,roberta-large-mnli
noloc,-40,warm,It is -40 degrees.,It is warm.,0.004404974170029163,0.9905287623405457,0.005066210869699717,roberta-large-mnli
noloc,-40,hot,It is -40 degrees.,It is hot.,0.0014061254914849997,0.9968804121017456,0.0017134902300313115,roberta-large-mnli
noloc,-39,freezing,It is -39 degrees.,It is freezing.,0.8207207322120667,0.0029035909101366997,0.1763756424188614,roberta-large-mnli
noloc,-39,cold,It is -39 degrees.,It is cold.,0.7888982892036438,0.0010438915342092514,0.21005779504776,roberta-large-mnli
noloc,-39,cool,It is -39 degrees.,It is cool.,0.46680113673210144,0.058221302926540375,0.4749775528907776,roberta-large-mnli
noloc,-39,warm,It is -39 degrees.,It is warm.,0.004259792622178793,0.9907229542732239,0.005017312243580818,roberta-large-mnli
noloc,-39,hot,It is -39 degrees.,It is hot.,0.0014683909248560667,0.9966968297958374,0.0018348044250160456,roberta-large-mnli
noloc,-38,freezing,It is -38 degrees.,It is freezing.,0.8366257548332214,0.00235569616779685,0.16101855039596558,roberta-large-mnli
noloc,-38,cold,It is -38 degrees.,It is cold.,0.7812812924385071,0.0010848966194316745,0.21763375401496887,roberta-large-mnli
noloc,-38,cool,It is -38 degrees.,It is cool.,0.4810921847820282,0.03892131522297859,0.4799865782260895,roberta-large-mnli
noloc,-38,warm,It is -38 degrees.,It is warm.,0.004654329270124435,0.9898640513420105,0.005481645930558443,roberta-large-mnli
noloc,-38,hot,It is -38 degrees.,It is hot.,0.0013925308594480157,0.9968047142028809,0.001802771002985537,roberta-large-mnli
noloc,-37,freezing,It is -37 degrees.,It is freezing.,0.8411402106285095,0.002145294798538089,0.1567145138978958,roberta-large-mnli
noloc,-37,cold,It is -37 degrees.,It is cold.,0.7898522019386292,0.001028963946737349,0.20911888778209686,roberta-large-mnli
noloc,-37,cool,It is -37 degrees.,It is cool.,0.47318974137306213,0.04832158610224724,0.4784886837005615,roberta-large-mnli
noloc,-37,warm,It is -37 degrees.,It is warm.,0.0036421699915081263,0.991955578327179,0.004402243532240391,roberta-large-mnli
noloc,-37,hot,It is -37 degrees.,It is hot.,0.0011392184533178806,0.9973605275154114,0.0015002303989604115,roberta-large-mnli
noloc,-36,freezing,It is -36 degrees.,It is freezing.,0.823069155216217,0.0026740641333162785,0.17425672709941864,roberta-large-mnli
noloc,-36,cold,It is -36 degrees.,It is cold.,0.7709822654724121,0.0010779059957712889,0.22793984413146973,roberta-large-mnli
noloc,-36,cool,It is -36 degrees.,It is cool.,0.4439232647418976,0.04737821966409683,0.5086985230445862,roberta-large-mnli
noloc,-36,warm,It is -36 degrees.,It is warm.,0.005359882488846779,0.9881386160850525,0.00650149816647172,roberta-large-mnli
noloc,-36,hot,It is -36 degrees.,It is hot.,0.0014588780468329787,0.996661901473999,0.0018792772898450494,roberta-large-mnli
noloc,-35,freezing,It is -35 degrees.,It is freezing.,0.8514247536659241,0.001967312302440405,0.1466079205274582,roberta-large-mnli
noloc,-35,cold,It is -35 degrees.,It is cold.,0.7872260808944702,0.0010123893152922392,0.2117614895105362,roberta-large-mnli
noloc,-35,cool,It is -35 degrees.,It is cool.,0.48519498109817505,0.04501236602663994,0.4697926938533783,roberta-large-mnli
noloc,-35,warm,It is -35 degrees.,It is warm.,0.003965351730585098,0.9912903308868408,0.004744350910186768,roberta-large-mnli
noloc,-35,hot,It is -35 degrees.,It is hot.,0.0013438265305012465,0.9969519376754761,0.0017042536055669188,roberta-large-mnli
noloc,-34,freezing,It is -34 degrees.,It is freezing.,0.8317202925682068,0.002266978146508336,0.1660127192735672,roberta-large-mnli
noloc,-34,cold,It is -34 degrees.,It is cold.,0.7957758903503418,0.00100592034868896,0.20321816205978394,roberta-large-mnli
noloc,-34,cool,It is -34 degrees.,It is cool.,0.41613468527793884,0.09706827998161316,0.4867969751358032,roberta-large-mnli
noloc,-34,warm,It is -34 degrees.,It is warm.,0.004348297603428364,0.990535318851471,0.005116359330713749,roberta-large-mnli
noloc,-34,hot,It is -34 degrees.,It is hot.,0.0015799091197550297,0.9964738488197327,0.0019462575437501073,roberta-large-mnli
noloc,-33,freezing,It is -33 degrees.,It is freezing.,0.8349291086196899,0.0023108564782887697,0.16276003420352936,roberta-large-mnli
noloc,-33,cold,It is -33 degrees.,It is cold.,0.7877115607261658,0.0010168803855776787,0.21127153933048248,roberta-large-mnli
noloc,-33,cool,It is -33 degrees.,It is cool.,0.4037545919418335,0.07702275365591049,0.5192226767539978,roberta-large-mnli
noloc,-33,warm,It is -33 degrees.,It is warm.,0.004201353993266821,0.9908258318901062,0.004972819238901138,roberta-large-mnli
noloc,-33,hot,It is -33 degrees.,It is hot.,0.0013888664543628693,0.9968313574790955,0.0017797515029087663,roberta-large-mnli
noloc,-32,freezing,It is -32 degrees.,It is freezing.,0.823573887348175,0.0023646943736821413,0.17406140267848969,roberta-large-mnli
noloc,-32,cold,It is -32 degrees.,It is cold.,0.7603179812431335,0.0011053400812670588,0.2385767549276352,roberta-large-mnli
noloc,-32,cool,It is -32 degrees.,It is cool.,0.3842822313308716,0.07113143801689148,0.5445863604545593,roberta-large-mnli
noloc,-32,warm,It is -32 degrees.,It is warm.,0.0054682218469679356,0.9879387617111206,0.006592991296201944,roberta-large-mnli
noloc,-32,hot,It is -32 degrees.,It is hot.,0.0016599140362814069,0.9962344765663147,0.002105677966028452,roberta-large-mnli
noloc,-31,freezing,It is -31 degrees.,It is freezing.,0.8207530379295349,0.002886509522795677,0.17636051774024963,roberta-large-mnli
noloc,-31,cold,It is -31 degrees.,It is cold.,0.7594226002693176,0.001138799823820591,0.23943857848644257,roberta-large-mnli
noloc,-31,cool,It is -31 degrees.,It is cool.,0.38986867666244507,0.06296408176422119,0.5471672415733337,roberta-large-mnli
noloc,-31,warm,It is -31 degrees.,It is warm.,0.005275248549878597,0.9885518550872803,0.006172903813421726,roberta-large-mnli
noloc,-31,hot,It is -31 degrees.,It is hot.,0.0019587958231568336,0.9956821203231812,0.0023590819910168648,roberta-large-mnli
noloc,-30,freezing,It is -30 degrees.,It is freezing.,0.8594623804092407,0.0020204379688948393,0.13851721584796906,roberta-large-mnli
noloc,-30,cold,It is -30 degrees.,It is cold.,0.7901705503463745,0.0010415653232485056,0.20878788828849792,roberta-large-mnli
noloc,-30,cool,It is -30 degrees.,It is cool.,0.5177139043807983,0.036111362278461456,0.4461747705936432,roberta-large-mnli
noloc,-30,warm,It is -30 degrees.,It is warm.,0.00476303044706583,0.989674985408783,0.005561984144151211,roberta-large-mnli
noloc,-30,hot,It is -30 degrees.,It is hot.,0.0014344837982207537,0.9967857599258423,0.0017797991167753935,roberta-large-mnli
noloc,-29,freezing,It is -29 degrees.,It is freezing.,0.8046236038208008,0.00282572815194726,0.1925506889820099,roberta-large-mnli
noloc,-29,cold,It is -29 degrees.,It is cold.,0.7494263052940369,0.0011258510639891028,0.24944783747196198,roberta-large-mnli
noloc,-29,cool,It is -29 degrees.,It is cool.,0.41048315167427063,0.07372219860553741,0.5157946348190308,roberta-large-mnli
noloc,-29,warm,It is -29 degrees.,It is warm.,0.004232471343129873,0.9905133247375488,0.005254161078482866,roberta-large-mnli
noloc,-29,hot,It is -29 degrees.,It is hot.,0.0018261028453707695,0.9958823919296265,0.0022914838045835495,roberta-large-mnli
noloc,-28,freezing,It is -28 degrees.,It is freezing.,0.8257389664649963,0.0024668648838996887,0.17179414629936218,roberta-large-mnli
noloc,-28,cold,It is -28 degrees.,It is cold.,0.7691910266876221,0.001090036821551621,0.22971896827220917,roberta-large-mnli
noloc,-28,cool,It is -28 degrees.,It is cool.,0.41755926609039307,0.07549324631690979,0.5069474577903748,roberta-large-mnli
noloc,-28,warm,It is -28 degrees.,It is warm.,0.003823687555268407,0.9914359450340271,0.0047404090873897076,roberta-large-mnli
noloc,-28,hot,It is -28 degrees.,It is hot.,0.001472517498768866,0.9966267347335815,0.0019008241361007094,roberta-large-mnli
noloc,-27,freezing,It is -27 degrees.,It is freezing.,0.828775942325592,0.002526141470298171,0.16869795322418213,roberta-large-mnli
noloc,-27,cold,It is -27 degrees.,It is cold.,0.7485329508781433,0.0011532693170011044,0.2503138780593872,roberta-large-mnli
noloc,-27,cool,It is -27 degrees.,It is cool.,0.4076389968395233,0.06668614596128464,0.5256748795509338,roberta-large-mnli
noloc,-27,warm,It is -27 degrees.,It is warm.,0.00379642634652555,0.991285502910614,0.00491801043972373,roberta-large-mnli
noloc,-27,hot,It is -27 degrees.,It is hot.,0.0013259859988465905,0.9969167709350586,0.0017572058131918311,roberta-large-mnli
noloc,-26,freezing,It is -26 degrees.,It is freezing.,0.8343613147735596,0.002358835656195879,0.16327978670597076,roberta-large-mnli
noloc,-26,cold,It is -26 degrees.,It is cold.,0.7727332711219788,0.00111181300599128,0.2261548787355423,roberta-large-mnli
noloc,-26,cool,It is -26 degrees.,It is cool.,0.40667080879211426,0.07036000490188599,0.5229691863059998,roberta-large-mnli
noloc,-26,warm,It is -26 degrees.,It is warm.,0.003865933045744896,0.9913088083267212,0.004825287964195013,roberta-large-mnli
noloc,-26,hot,It is -26 degrees.,It is hot.,0.0013363172765821218,0.9969045519828796,0.0017590175848454237,roberta-large-mnli
noloc,-25,freezing,It is -25 degrees.,It is freezing.,0.8655343055725098,0.0020302962511777878,0.1324353665113449,roberta-large-mnli
noloc,-25,cold,It is -25 degrees.,It is cold.,0.7869855165481567,0.0010980430524796247,0.21191640198230743,roberta-large-mnli
noloc,-25,cool,It is -25 degrees.,It is cool.,0.5110926032066345,0.035383157432079315,0.4535242021083832,roberta-large-mnli
noloc,-25,warm,It is -25 degrees.,It is warm.,0.00401175394654274,0.9911783337593079,0.004809825215488672,roberta-large-mnli
noloc,-25,hot,It is -25 degrees.,It is hot.,0.0014319821493700147,0.99678635597229,0.001781635102815926,roberta-large-mnli
noloc,-24,freezing,It is -24 degrees.,It is freezing.,0.8174160718917847,0.0023799187038093805,0.18020401895046234,roberta-large-mnli
noloc,-24,cold,It is -24 degrees.,It is cold.,0.7532041072845459,0.0011329565895721316,0.24566294252872467,roberta-large-mnli
noloc,-24,cool,It is -24 degrees.,It is cool.,0.41995206475257874,0.05709756538271904,0.5229504108428955,roberta-large-mnli
noloc,-24,warm,It is -24 degrees.,It is warm.,0.004766772501170635,0.9893386363983154,0.00589462136849761,roberta-large-mnli
noloc,-24,hot,It is -24 degrees.,It is hot.,0.001645500655286014,0.9962517619132996,0.0021028127521276474,roberta-large-mnli
noloc,-23,freezing,It is -23 degrees.,It is freezing.,0.8118748664855957,0.002402604091912508,0.1857224702835083,roberta-large-mnli
noloc,-23,cold,It is -23 degrees.,It is cold.,0.7615134716033936,0.001137821702286601,0.23734866082668304,roberta-large-mnli
noloc,-23,cool,It is -23 degrees.,It is cool.,0.42743706703186035,0.060346003621816635,0.5122169256210327,roberta-large-mnli
noloc,-23,warm,It is -23 degrees.,It is warm.,0.003766037290915847,0.9916313290596008,0.004602669272571802,roberta-large-mnli
noloc,-23,hot,It is -23 degrees.,It is hot.,0.001345538767054677,0.996905505657196,0.0017489611636847258,roberta-large-mnli
noloc,-22,freezing,It is -22 degrees.,It is freezing.,0.817611575126648,0.002411252586171031,0.17997723817825317,roberta-large-mnli
noloc,-22,cold,It is -22 degrees.,It is cold.,0.7330017685890198,0.0012203833321109414,0.2657778263092041,roberta-large-mnli
noloc,-22,cool,It is -22 degrees.,It is cool.,0.4332987070083618,0.045416176319122314,0.5212851166725159,roberta-large-mnli
noloc,-22,warm,It is -22 degrees.,It is warm.,0.004171029664576054,0.9906436800956726,0.005185289774090052,roberta-large-mnli
noloc,-22,hot,It is -22 degrees.,It is hot.,0.0012981595937162638,0.9969562292098999,0.0017456572968512774,roberta-large-mnli
noloc,-21,freezing,It is -21 degrees.,It is freezing.,0.8203215599060059,0.002606084803119302,0.17707236111164093,roberta-large-mnli
noloc,-21,cold,It is -21 degrees.,It is cold.,0.7353524565696716,0.001235074712894857,0.2634124457836151,roberta-large-mnli
noloc,-21,cool,It is -21 degrees.,It is cool.,0.444154292345047,0.03930271789431572,0.5165429711341858,roberta-large-mnli
noloc,-21,warm,It is -21 degrees.,It is warm.,0.004238639026880264,0.9904569983482361,0.005304371006786823,roberta-large-mnli
noloc,-21,hot,It is -21 degrees.,It is hot.,0.0012953415280207992,0.9969636797904968,0.0017410458531230688,roberta-large-mnli
noloc,-20,freezing,It is -20 degrees.,It is freezing.,0.8605899810791016,0.002179978881031275,0.1372300535440445,roberta-large-mnli
noloc,-20,cold,It is -20 degrees.,It is cold.,0.8024888038635254,0.0010813088156282902,0.19642995297908783,roberta-large-mnli
noloc,-20,cool,It is -20 degrees.,It is cool.,0.5355170965194702,0.03067743591964245,0.4338054656982422,roberta-large-mnli
noloc,-20,warm,It is -20 degrees.,It is warm.,0.004330236464738846,0.9906071424484253,0.005062615033239126,roberta-large-mnli
noloc,-20,hot,It is -20 degrees.,It is hot.,0.0010798719013109803,0.9974995255470276,0.0014206187333911657,roberta-large-mnli
noloc,-19,freezing,It is -19 degrees.,It is freezing.,0.8133469223976135,0.0028767078183591366,0.183776393532753,roberta-large-mnli
noloc,-19,cold,It is -19 degrees.,It is cold.,0.7624320983886719,0.0011715792352333665,0.23639632761478424,roberta-large-mnli
noloc,-19,cool,It is -19 degrees.,It is cool.,0.4731534719467163,0.03520248457789421,0.4916439950466156,roberta-large-mnli
noloc,-19,warm,It is -19 degrees.,It is warm.,0.003785202279686928,0.9915287494659424,0.004685993306338787,roberta-large-mnli
noloc,-19,hot,It is -19 degrees.,It is hot.,0.001262850477360189,0.9970478415489197,0.001689342549070716,roberta-large-mnli
noloc,-18,freezing,It is -18 degrees.,It is freezing.,0.8328297138214111,0.0025224038399755955,0.1646479070186615,roberta-large-mnli
noloc,-18,cold,It is -18 degrees.,It is cold.,0.7722919583320618,0.0011039779055863619,0.2266041338443756,roberta-large-mnli
noloc,-18,cool,It is -18 degrees.,It is cool.,0.45502179861068726,0.04654025286436081,0.49843788146972656,roberta-large-mnli
noloc,-18,warm,It is -18 degrees.,It is warm.,0.003607719438150525,0.9919087290763855,0.00448346184566617,roberta-large-mnli
noloc,-18,hot,It is -18 degrees.,It is hot.,0.0010307080810889602,0.997532844543457,0.0014363231603056192,roberta-large-mnli
noloc,-17,freezing,It is -17 degrees.,It is freezing.,0.8055791854858398,0.002789705293253064,0.1916310340166092,roberta-large-mnli
noloc,-17,cold,It is -17 degrees.,It is cold.,0.7637202143669128,0.001122944988310337,0.23515687882900238,roberta-large-mnli
noloc,-17,cool,It is -17 degrees.,It is cool.,0.46582505106925964,0.041565850377082825,0.4926091730594635,roberta-large-mnli
noloc,-17,warm,It is -17 degrees.,It is warm.,0.0036869437899440527,0.9917348623275757,0.004578195046633482,roberta-large-mnli
noloc,-17,hot,It is -17 degrees.,It is hot.,0.00116733240429312,0.9972434043884277,0.0015893405070528388,roberta-large-mnli
noloc,-16,freezing,It is -16 degrees.,It is freezing.,0.8007772564888,0.0031236838549375534,0.19609904289245605,roberta-large-mnli
noloc,-16,cold,It is -16 degrees.,It is cold.,0.7566280961036682,0.001163598382845521,0.24220827221870422,roberta-large-mnli
noloc,-16,cool,It is -16 degrees.,It is cool.,0.42583808302879333,0.06408997625112534,0.5100719332695007,roberta-large-mnli
noloc,-16,warm,It is -16 degrees.,It is warm.,0.003761162981390953,0.9916006326675415,0.0046382443979382515,roberta-large-mnli
noloc,-16,hot,It is -16 degrees.,It is hot.,0.001261363853700459,0.9970548152923584,0.0016839024610817432,roberta-large-mnli
noloc,-15,freezing,It is -15 degrees.,It is freezing.,0.795785129070282,0.0029927983414381742,0.20122206211090088,roberta-large-mnli
noloc,-15,cold,It is -15 degrees.,It is cold.,0.7512650489807129,0.001185543485917151,0.2475493848323822,roberta-large-mnli
noloc,-15,cool,It is -15 degrees.,It is cool.,0.511359453201294,0.02787598967552185,0.46076464653015137,roberta-large-mnli
noloc,-15,warm,It is -15 degrees.,It is warm.,0.004117696080356836,0.9907426238059998,0.005139696411788464,roberta-large-mnli
noloc,-15,hot,It is -15 degrees.,It is hot.,0.0013158947695046663,0.9969666600227356,0.0017174177337437868,roberta-large-mnli
noloc,-14,freezing,It is -14 degrees.,It is freezing.,0.7778009176254272,0.004017993342131376,0.2181810438632965,roberta-large-mnli
noloc,-14,cold,It is -14 degrees.,It is cold.,0.750933051109314,0.0012122541666030884,0.24785467982292175,roberta-large-mnli
noloc,-14,cool,It is -14 degrees.,It is cool.,0.4687674641609192,0.0300169438123703,0.5012155175209045,roberta-large-mnli
noloc,-14,warm,It is -14 degrees.,It is warm.,0.004576813895255327,0.9894822835922241,0.005940996576100588,roberta-large-mnli
noloc,-14,hot,It is -14 degrees.,It is hot.,0.0012787026353180408,0.9969698786735535,0.001751460018567741,roberta-large-mnli
noloc,-13,freezing,It is -13 degrees.,It is freezing.,0.7598038911819458,0.0038223047740757465,0.23637379705905914,roberta-large-mnli
noloc,-13,cold,It is -13 degrees.,It is cold.,0.7449366450309753,0.0011917722877115011,0.2538716197013855,roberta-large-mnli
noloc,-13,cool,It is -13 degrees.,It is cool.,0.4620327055454254,0.037087272852659225,0.5008800029754639,roberta-large-mnli
noloc,-13,warm,It is -13 degrees.,It is warm.,0.004013018682599068,0.9909091591835022,0.005077815148979425,roberta-large-mnli
noloc,-13,hot,It is -13 degrees.,It is hot.,0.001138031017035246,0.9973067045211792,0.0015552948461845517,roberta-large-mnli
noloc,-12,freezing,It is -12 degrees.,It is freezing.,0.7691268920898438,0.004043394699692726,0.22682969272136688,roberta-large-mnli
noloc,-12,cold,It is -12 degrees.,It is cold.,0.7534193992614746,0.0012072829995304346,0.24537326395511627,roberta-large-mnli
noloc,-12,cool,It is -12 degrees.,It is cool.,0.4873489737510681,0.026809344068169594,0.4858417212963104,roberta-large-mnli
noloc,-12,warm,It is -12 degrees.,It is warm.,0.005233012605458498,0.9881002902984619,0.0066667357459664345,roberta-large-mnli
noloc,-12,hot,It is -12 degrees.,It is hot.,0.0012898192508146167,0.9969685673713684,0.0017416132614016533,roberta-large-mnli
noloc,-11,freezing,It is -11 degrees.,It is freezing.,0.7548583745956421,0.004087375942617655,0.2410542517900467,roberta-large-mnli
noloc,-11,cold,It is -11 degrees.,It is cold.,0.7561933398246765,0.0012063811300322413,0.242600217461586,roberta-large-mnli
noloc,-11,cool,It is -11 degrees.,It is cool.,0.44655439257621765,0.04869604483246803,0.5047495365142822,roberta-large-mnli
noloc,-11,warm,It is -11 degrees.,It is warm.,0.004456290975213051,0.9900650382041931,0.0054786610417068005,roberta-large-mnli
noloc,-11,hot,It is -11 degrees.,It is hot.,0.0012253329623490572,0.9971573352813721,0.00161734560970217,roberta-large-mnli
noloc,-10,freezing,It is -10 degrees.,It is freezing.,0.7907891869544983,0.0035157296806573868,0.20569512248039246,roberta-large-mnli
noloc,-10,cold,It is -10 degrees.,It is cold.,0.7868200540542603,0.0011420296505093575,0.21203790605068207,roberta-large-mnli
noloc,-10,cool,It is -10 degrees.,It is cool.,0.5528514981269836,0.019402341917157173,0.4277461767196655,roberta-large-mnli
noloc,-10,warm,It is -10 degrees.,It is warm.,0.004046269692480564,0.9911476373672485,0.004806077107787132,roberta-large-mnli
noloc,-10,hot,It is -10 degrees.,It is hot.,0.0011246984358876944,0.9974168539047241,0.0014584920136258006,roberta-large-mnli
noloc,-9,freezing,It is -9 degrees.,It is freezing.,0.7582351565361023,0.004635788965970278,0.2371290624141693,roberta-large-mnli
noloc,-9,cold,It is -9 degrees.,It is cold.,0.7417990565299988,0.001243400271050632,0.2569575011730194,roberta-large-mnli
noloc,-9,cool,It is -9 degrees.,It is cool.,0.4484216272830963,0.038833510130643845,0.5127449035644531,roberta-large-mnli
noloc,-9,warm,It is -9 degrees.,It is warm.,0.005407687742263079,0.9876532554626465,0.006939081009477377,roberta-large-mnli
noloc,-9,hot,It is -9 degrees.,It is hot.,0.0013982342788949609,0.9967779517173767,0.001823816797696054,roberta-large-mnli
noloc,-8,freezing,It is -8 degrees.,It is freezing.,0.7739620804786682,0.004331436473876238,0.2217065542936325,roberta-large-mnli
noloc,-8,cold,It is -8 degrees.,It is cold.,0.754447340965271,0.0012310341699048877,0.24432161450386047,roberta-large-mnli
noloc,-8,cool,It is -8 degrees.,It is cool.,0.4749937951564789,0.03370588272809982,0.4913002550601959,roberta-large-mnli
noloc,-8,warm,It is -8 degrees.,It is warm.,0.004788780119270086,0.9892942905426025,0.005916975438594818,roberta-large-mnli
noloc,-8,hot,It is -8 degrees.,It is hot.,0.0011368795530870557,0.9973495006561279,0.0015136515721678734,roberta-large-mnli
noloc,-7,freezing,It is -7 degrees.,It is freezing.,0.7344830632209778,0.00656017754226923,0.25895678997039795,roberta-large-mnli
noloc,-7,cold,It is -7 degrees.,It is cold.,0.7146818041801453,0.0014057634398341179,0.28391239047050476,roberta-large-mnli
noloc,-7,cool,It is -7 degrees.,It is cool.,0.4851050078868866,0.020413408055901527,0.49448153376579285,roberta-large-mnli
